RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
REQUEST		Get Pikachu	1720475964218	1720475964279	OK	 
USER	Pokemon API Test	END	1720475964285
REQUEST		Get Pikachu	1720475964237	1720475964286	OK	 
USER	Pokemon API Test	END	1720475964289
USER	Pokemon API Test	START	1720475964289
USER	Pokemon API Test	START	1720475964290
REQUEST		Get Pikachu	1720475964220	1720475964287	OK	 
USER	Pokemon API Test	END	1720475964291
USER	Pokemon API Test	START	1720475964291
REQUEST		Get Pikachu	1720475964248	1720475964291	OK	 
USER	Pokemon API Test	END	1720475964295
USER	Pokemon API Test	START	1720475964296
REQUEST		Get Pikachu	1720475964237	1720475964299	OK	 
USER	Pokemon API Test	END	1720475964304
USER	Pokemon API Test	START	1720475964305
REQUEST		Get Pikachu	1720475964253	1720475964306	OK	 
USER	Pokemon API Test	END	1720475964307
USER	Pokemon API Test	START	1720475964307
REQUEST		Get Pikachu	1720475964262	1720475964309	OK	 
USER	Pokemon API Test	END	1720475964314
USER	Pokemon API Test	START	1720475964314
REQUEST		Get Pikachu	1720475964290	1720475964323	OK	 
USER	Pokemon API Test	END	1720475964324
USER	Pokemon API Test	START	1720475964324
REQUEST		Get Pikachu	1720475964247	1720475964322	OK	 
USER	Pokemon API Test	END	1720475964328
USER	Pokemon API Test	START	1720475964328
REQUEST		Get Pikachu	1720475964314	1720475964343	OK	 
USER	Pokemon API Test	END	1720475964344
USER	Pokemon API Test	START	1720475964344
REQUEST		Get Pikachu	1720475964277	1720475964349	OK	 
REQUEST		Get Pikachu	1720475964290	1720475964351	OK	 
USER	Pokemon API Test	END	1720475964356
USER	Pokemon API Test	END	1720475964356
USER	Pokemon API Test	START	1720475964356
REQUEST		Get Pikachu	1720475964291	1720475964342	OK	 
USER	Pokemon API Test	START	1720475964358
REQUEST		Get Pikachu	1720475964307	1720475964355	OK	 
REQUEST		Get Pikachu	1720475964305	1720475964358	OK	 
REQUEST		Get Pikachu	1720475964276	1720475964362	OK	 
USER	Pokemon API Test	END	1720475964366
USER	Pokemon API Test	END	1720475964366
USER	Pokemon API Test	END	1720475964366
USER	Pokemon API Test	END	1720475964367
USER	Pokemon API Test	START	1720475964367
REQUEST		Get Pikachu	1720475964303	1720475964367	OK	 
USER	Pokemon API Test	END	1720475964371
USER	Pokemon API Test	START	1720475964371
USER	Pokemon API Test	START	1720475964371
USER	Pokemon API Test	START	1720475964371
USER	Pokemon API Test	START	1720475964371
REQUEST		Get Pikachu	1720475964329	1720475964380	OK	 
USER	Pokemon API Test	END	1720475964384
USER	Pokemon API Test	START	1720475964388
REQUEST		Get Pikachu	1720475964324	1720475964395	OK	 
USER	Pokemon API Test	END	1720475964399
USER	Pokemon API Test	START	1720475964399
REQUEST		Get Pikachu	1720475964345	1720475964403	OK	 
USER	Pokemon API Test	END	1720475964410
USER	Pokemon API Test	START	1720475964410
REQUEST		Get Pikachu	1720475964371	1720475964414	OK	 
USER	Pokemon API Test	END	1720475964415
REQUEST		Get Pikachu	1720475964357	1720475964415	OK	 
USER	Pokemon API Test	END	1720475964418
USER	Pokemon API Test	START	1720475964422
REQUEST		Get Pikachu	1720475964367	1720475964420	OK	 
USER	Pokemon API Test	END	1720475964427
USER	Pokemon API Test	START	1720475964427
REQUEST		Get Pikachu	1720475964372	1720475964423	OK	 
USER	Pokemon API Test	END	1720475964428
USER	Pokemon API Test	START	1720475964430
REQUEST		Get Pikachu	1720475964372	1720475964426	OK	 
USER	Pokemon API Test	END	1720475964431
USER	Pokemon API Test	START	1720475964431
REQUEST		Get Pikachu	1720475964372	1720475964433	OK	 
USER	Pokemon API Test	END	1720475964434
REQUEST		Get Pikachu	1720475964371	1720475964430	OK	 
USER	Pokemon API Test	START	1720475964434
USER	Pokemon API Test	END	1720475964434
USER	Pokemon API Test	START	1720475964434
USER	Pokemon API Test	START	1720475964435
REQUEST		Get Pikachu	1720475964388	1720475964438	OK	 
USER	Pokemon API Test	END	1720475964442
USER	Pokemon API Test	START	1720475964442
REQUEST		Get Pikachu	1720475964400	1720475964452	OK	 
USER	Pokemon API Test	END	1720475964458
USER	Pokemon API Test	START	1720475964458
REQUEST		Get Pikachu	1720475964410	1720475964461	OK	 
USER	Pokemon API Test	END	1720475964466
USER	Pokemon API Test	START	1720475964466
REQUEST		Get Pikachu	1720475964435	1720475964468	OK	 
USER	Pokemon API Test	END	1720475964469
USER	Pokemon API Test	START	1720475964469
REQUEST		Get Pikachu	1720475964422	1720475964469	OK	 
USER	Pokemon API Test	END	1720475964480
USER	Pokemon API Test	START	1720475964480
REQUEST		Get Pikachu	1720475964435	1720475964499	OK	 
USER	Pokemon API Test	END	1720475964508
REQUEST		Get Pikachu	1720475964432	1720475964504	OK	 
USER	Pokemon API Test	END	1720475964509
USER	Pokemon API Test	START	1720475964509
REQUEST		Get Pikachu	1720475964435	1720475964509	OK	 
REQUEST		Get Pikachu	1720475964442	1720475964511	OK	 
USER	Pokemon API Test	END	1720475964524
USER	Pokemon API Test	START	1720475964524
REQUEST		Get Pikachu	1720475964428	1720475964523	OK	 
USER	Pokemon API Test	END	1720475964524
USER	Pokemon API Test	END	1720475964524
USER	Pokemon API Test	START	1720475964524
USER	Pokemon API Test	START	1720475964524
REQUEST		Get Pikachu	1720475964436	1720475964520	OK	 
USER	Pokemon API Test	START	1720475964526
USER	Pokemon API Test	END	1720475964528
USER	Pokemon API Test	START	1720475964528
REQUEST		Get Pikachu	1720475964480	1720475964531	OK	 
USER	Pokemon API Test	END	1720475964532
USER	Pokemon API Test	START	1720475964533
REQUEST		Get Pikachu	1720475964469	1720475964541	OK	 
USER	Pokemon API Test	END	1720475964550
USER	Pokemon API Test	START	1720475964550
REQUEST		Get Pikachu	1720475964458	1720475964537	OK	 
USER	Pokemon API Test	END	1720475964553
USER	Pokemon API Test	START	1720475964554
REQUEST		Get Pikachu	1720475964466	1720475964556	OK	 
USER	Pokemon API Test	END	1720475964561
USER	Pokemon API Test	START	1720475964561
REQUEST		Get Pikachu	1720475964527	1720475964562	OK	 
USER	Pokemon API Test	END	1720475964563
USER	Pokemon API Test	START	1720475964563
REQUEST		Get Pikachu	1720475964509	1720475964567	OK	 
USER	Pokemon API Test	END	1720475964571
USER	Pokemon API Test	START	1720475964573
REQUEST		Get Pikachu	1720475964524	1720475964569	OK	 
USER	Pokemon API Test	END	1720475964574
USER	Pokemon API Test	START	1720475964574
REQUEST		Get Pikachu	1720475964524	1720475964584	OK	 
USER	Pokemon API Test	END	1720475964588
USER	Pokemon API Test	START	1720475964588
REQUEST		Get Pikachu	1720475964525	1720475964588	OK	 
USER	Pokemon API Test	END	1720475964592
USER	Pokemon API Test	START	1720475964593
REQUEST		Get Pikachu	1720475964561	1720475964599	OK	 
USER	Pokemon API Test	END	1720475964600
REQUEST		Get Pikachu	1720475964550	1720475964598	OK	 
USER	Pokemon API Test	START	1720475964602
USER	Pokemon API Test	END	1720475964602
USER	Pokemon API Test	START	1720475964602
REQUEST		Get Pikachu	1720475964533	1720475964602	OK	 
USER	Pokemon API Test	END	1720475964606
USER	Pokemon API Test	START	1720475964606
REQUEST		Get Pikachu	1720475964528	1720475964610	OK	 
USER	Pokemon API Test	END	1720475964614
REQUEST		Get Pikachu	1720475964554	1720475964611	OK	 
USER	Pokemon API Test	START	1720475964614
USER	Pokemon API Test	END	1720475964615
USER	Pokemon API Test	START	1720475964615
REQUEST		Get Pikachu	1720475964563	1720475964621	OK	 
USER	Pokemon API Test	END	1720475964623
USER	Pokemon API Test	START	1720475964623
REQUEST		Get Pikachu	1720475964593	1720475964626	OK	 
USER	Pokemon API Test	END	1720475964626
USER	Pokemon API Test	START	1720475964626
REQUEST		Get Pikachu	1720475964573	1720475964633	OK	 
USER	Pokemon API Test	END	1720475964636
USER	Pokemon API Test	START	1720475964636
REQUEST		Get Pikachu	1720475964588	1720475964636	OK	 
USER	Pokemon API Test	END	1720475964639
USER	Pokemon API Test	START	1720475964639
REQUEST		Get Pikachu	1720475964615	1720475964651	OK	 
USER	Pokemon API Test	END	1720475964652
USER	Pokemon API Test	START	1720475964652
REQUEST		Get Pikachu	1720475964574	1720475964654	OK	 
USER	Pokemon API Test	END	1720475964658
USER	Pokemon API Test	START	1720475964658
REQUEST		Get Pikachu	1720475964606	1720475964662	OK	 
REQUEST		Get Pikachu	1720475964614	1720475964663	OK	 
USER	Pokemon API Test	END	1720475964667
USER	Pokemon API Test	END	1720475964667
USER	Pokemon API Test	START	1720475964667
USER	Pokemon API Test	START	1720475964671
REQUEST		Get Pikachu	1720475964603	1720475964658	OK	 
REQUEST		Get Pikachu	1720475964626	1720475964677	OK	 
REQUEST		Get Pikachu	1720475964603	1720475964673	OK	 
REQUEST		Get Pikachu	1720475964623	1720475964685	OK	 
USER	Pokemon API Test	END	1720475964689
USER	Pokemon API Test	END	1720475964689
USER	Pokemon API Test	END	1720475964689
USER	Pokemon API Test	START	1720475964689
USER	Pokemon API Test	START	1720475964689
USER	Pokemon API Test	END	1720475964689
USER	Pokemon API Test	START	1720475964690
USER	Pokemon API Test	START	1720475964690
REQUEST		Get Pikachu	1720475964653	1720475964691	OK	 
USER	Pokemon API Test	END	1720475964694
USER	Pokemon API Test	START	1720475964695
REQUEST		Get Pikachu	1720475964636	1720475964692	OK	 
USER	Pokemon API Test	END	1720475964697
USER	Pokemon API Test	START	1720475964697
REQUEST		Get Pikachu	1720475964658	1720475964711	OK	 
USER	Pokemon API Test	END	1720475964714
USER	Pokemon API Test	START	1720475964715
REQUEST		Get Pikachu	1720475964689	1720475964725	OK	 
USER	Pokemon API Test	END	1720475964726
REQUEST		Get Pikachu	1720475964668	1720475964721	OK	 
REQUEST		Get Pikachu	1720475964639	1720475964725	OK	 
USER	Pokemon API Test	END	1720475964730
USER	Pokemon API Test	START	1720475964730
USER	Pokemon API Test	START	1720475964730
USER	Pokemon API Test	END	1720475964731
USER	Pokemon API Test	START	1720475964731
REQUEST		Get Pikachu	1720475964671	1720475964746	OK	 
REQUEST		Get Pikachu	1720475964691	1720475964748	OK	 
USER	Pokemon API Test	END	1720475964752
USER	Pokemon API Test	START	1720475964752
USER	Pokemon API Test	END	1720475964756
REQUEST		Get Pikachu	1720475964698	1720475964758	OK	 
USER	Pokemon API Test	END	1720475964767
REQUEST		Get Pikachu	1720475964695	1720475964763	OK	 
REQUEST		Get Pikachu	1720475964715	1720475964768	OK	 
USER	Pokemon API Test	END	1720475964775
USER	Pokemon API Test	START	1720475964775
USER	Pokemon API Test	START	1720475964775
USER	Pokemon API Test	END	1720475964779
USER	Pokemon API Test	START	1720475964780
REQUEST		Get Pikachu	1720475964689	1720475964771	OK	 
USER	Pokemon API Test	END	1720475964780
USER	Pokemon API Test	START	1720475964780
REQUEST		Get Pikachu	1720475964690	1720475964775	OK	 
USER	Pokemon API Test	END	1720475964780
USER	Pokemon API Test	START	1720475964781
USER	Pokemon API Test	START	1720475964781
REQUEST		Get Pikachu	1720475964730	1720475964789	OK	 
USER	Pokemon API Test	END	1720475964793
USER	Pokemon API Test	START	1720475964793
REQUEST		Get Pikachu	1720475964730	1720475964796	OK	 
USER	Pokemon API Test	END	1720475964800
USER	Pokemon API Test	START	1720475964800
REQUEST		Get Pikachu	1720475964775	1720475964806	OK	 
USER	Pokemon API Test	END	1720475964807
USER	Pokemon API Test	START	1720475964807
REQUEST		Get Pikachu	1720475964731	1720475964802	OK	 
USER	Pokemon API Test	END	1720475964808
USER	Pokemon API Test	START	1720475964808
REQUEST		Get Pikachu	1720475964756	1720475964809	OK	 
USER	Pokemon API Test	END	1720475964814
USER	Pokemon API Test	START	1720475964814
REQUEST		Get Pikachu	1720475964780	1720475964828	OK	 
USER	Pokemon API Test	END	1720475964833
USER	Pokemon API Test	START	1720475964833
REQUEST		Get Pikachu	1720475964780	1720475964829	OK	 
USER	Pokemon API Test	END	1720475964836
USER	Pokemon API Test	START	1720475964836
REQUEST		Get Pikachu	1720475964775	1720475964833	OK	 
USER	Pokemon API Test	END	1720475964841
USER	Pokemon API Test	START	1720475964841
REQUEST		Get Pikachu	1720475964781	1720475964841	OK	 
USER	Pokemon API Test	END	1720475964845
USER	Pokemon API Test	START	1720475964845
REQUEST		Get Pikachu	1720475964814	1720475964849	OK	 
USER	Pokemon API Test	END	1720475964849
USER	Pokemon API Test	START	1720475964849
REQUEST		Get Pikachu	1720475964793	1720475964846	OK	 
USER	Pokemon API Test	END	1720475964850
USER	Pokemon API Test	START	1720475964850
REQUEST		Get Pikachu	1720475964801	1720475964852	OK	 
USER	Pokemon API Test	END	1720475964857
REQUEST		Get Pikachu	1720475964808	1720475964854	OK	 
USER	Pokemon API Test	END	1720475964858
USER	Pokemon API Test	START	1720475964858
USER	Pokemon API Test	START	1720475964858
REQUEST		Get Pikachu	1720475964807	1720475964862	OK	 
USER	Pokemon API Test	END	1720475964866
USER	Pokemon API Test	START	1720475964866
REQUEST		Get Pikachu	1720475964850	1720475964882	OK	 
USER	Pokemon API Test	END	1720475964883
USER	Pokemon API Test	START	1720475964883
REQUEST		Get Pikachu	1720475964833	1720475964889	OK	 
USER	Pokemon API Test	END	1720475964893
REQUEST		Get Pikachu	1720475964836	1720475964885	OK	 
USER	Pokemon API Test	END	1720475964894
REQUEST		Get Pikachu	1720475964845	1720475964891	OK	 
USER	Pokemon API Test	END	1720475964895
USER	Pokemon API Test	START	1720475964895
USER	Pokemon API Test	START	1720475964895
USER	Pokemon API Test	START	1720475964899
REQUEST		Get Pikachu	1720475964850	1720475964899	OK	 
REQUEST		Get Pikachu	1720475964859	1720475964898	OK	 
USER	Pokemon API Test	END	1720475964903
REQUEST		Get Pikachu	1720475964842	1720475964896	OK	 
USER	Pokemon API Test	END	1720475964903
USER	Pokemon API Test	END	1720475964903
USER	Pokemon API Test	START	1720475964903
USER	Pokemon API Test	START	1720475964903
USER	Pokemon API Test	START	1720475964904
REQUEST		Get Pikachu	1720475964866	1720475964906	OK	 
USER	Pokemon API Test	END	1720475964910
USER	Pokemon API Test	START	1720475964910
REQUEST		Get Pikachu	1720475964858	1720475964921	OK	 
USER	Pokemon API Test	END	1720475964925
USER	Pokemon API Test	START	1720475964925
REQUEST		Get Pikachu	1720475964883	1720475964927	OK	 
USER	Pokemon API Test	END	1720475964928
USER	Pokemon API Test	START	1720475964928
REQUEST		Get Pikachu	1720475964904	1720475964932	OK	 
USER	Pokemon API Test	END	1720475964933
USER	Pokemon API Test	START	1720475964933
REQUEST		Get Pikachu	1720475964904	1720475964946	OK	 
USER	Pokemon API Test	END	1720475964952
REQUEST		Get Pikachu	1720475964899	1720475964950	OK	 
REQUEST		Get Pikachu	1720475964895	1720475964950	OK	 
USER	Pokemon API Test	END	1720475964954
REQUEST		Get Pikachu	1720475964895	1720475964946	OK	 
USER	Pokemon API Test	END	1720475964954
USER	Pokemon API Test	START	1720475964954
USER	Pokemon API Test	START	1720475964954
USER	Pokemon API Test	END	1720475964954
USER	Pokemon API Test	START	1720475964955
USER	Pokemon API Test	START	1720475964954
REQUEST		Get Pikachu	1720475964906	1720475964959	OK	 
USER	Pokemon API Test	END	1720475964966
REQUEST		Get Pikachu	1720475964911	1720475964964	OK	 
USER	Pokemon API Test	END	1720475964970
USER	Pokemon API Test	START	1720475964970
USER	Pokemon API Test	START	1720475964971
REQUEST		Get Pikachu	1720475964933	1720475964974	OK	 
USER	Pokemon API Test	END	1720475964979
REQUEST		Get Pikachu	1720475964929	1720475964975	OK	 
USER	Pokemon API Test	END	1720475964980
USER	Pokemon API Test	START	1720475964980
REQUEST		Get Pikachu	1720475964925	1720475964976	OK	 
USER	Pokemon API Test	END	1720475964980
USER	Pokemon API Test	START	1720475964981
USER	Pokemon API Test	START	1720475964982
REQUEST		Get Pikachu	1720475964955	1720475965002	OK	 
USER	Pokemon API Test	END	1720475965007
REQUEST		Get Pikachu	1720475964955	1720475965004	OK	 
USER	Pokemon API Test	END	1720475965008
USER	Pokemon API Test	START	1720475965008
USER	Pokemon API Test	START	1720475965009
REQUEST		Get Pikachu	1720475964971	1720475965011	OK	 
USER	Pokemon API Test	END	1720475965012
USER	Pokemon API Test	START	1720475965012
REQUEST		Get Pikachu	1720475964955	1720475965019	OK	 
USER	Pokemon API Test	END	1720475965024
REQUEST		Get Pikachu	1720475964980	1720475965020	OK	 
USER	Pokemon API Test	END	1720475965024
USER	Pokemon API Test	START	1720475965025
REQUEST		Get Pikachu	1720475964971	1720475965025	OK	 
USER	Pokemon API Test	END	1720475965028
USER	Pokemon API Test	START	1720475965029
REQUEST		Get Pikachu	1720475964982	1720475965029	OK	 
USER	Pokemon API Test	END	1720475965032
USER	Pokemon API Test	START	1720475965033
USER	Pokemon API Test	START	1720475965033
REQUEST		Get Pikachu	1720475965008	1720475965043	OK	 
REQUEST		Get Pikachu	1720475964955	1720475965039	OK	 
USER	Pokemon API Test	END	1720475965044
REQUEST		Get Pikachu	1720475964981	1720475965036	OK	 
USER	Pokemon API Test	END	1720475965044
USER	Pokemon API Test	END	1720475965044
USER	Pokemon API Test	START	1720475965044
USER	Pokemon API Test	START	1720475965044
USER	Pokemon API Test	START	1720475965045
REQUEST		Get Pikachu	1720475965012	1720475965055	OK	 
REQUEST		Get Pikachu	1720475965009	1720475965060	OK	 
USER	Pokemon API Test	END	1720475965063
USER	Pokemon API Test	END	1720475965064
USER	Pokemon API Test	START	1720475965064
USER	Pokemon API Test	START	1720475965065
REQUEST		Get Pikachu	1720475965033	1720475965068	OK	 
USER	Pokemon API Test	END	1720475965069
USER	Pokemon API Test	START	1720475965069
REQUEST		Get Pikachu	1720475965029	1720475965084	OK	 
USER	Pokemon API Test	END	1720475965089
REQUEST		Get Pikachu	1720475965033	1720475965086	OK	 
USER	Pokemon API Test	END	1720475965090
USER	Pokemon API Test	START	1720475965090
REQUEST		Get Pikachu	1720475965029	1720475965090	OK	 
USER	Pokemon API Test	END	1720475965094
USER	Pokemon API Test	START	1720475965094
USER	Pokemon API Test	START	1720475965094
REQUEST		Get Pikachu	1720475965065	1720475965096	OK	 
USER	Pokemon API Test	END	1720475965096
REQUEST		Get Pikachu	1720475965045	1720475965095	OK	 
USER	Pokemon API Test	START	1720475965099
USER	Pokemon API Test	END	1720475965099
REQUEST		Get Pikachu	1720475965044	1720475965095	OK	 
USER	Pokemon API Test	END	1720475965100
USER	Pokemon API Test	START	1720475965100
USER	Pokemon API Test	START	1720475965100
REQUEST		Get Pikachu	1720475965065	1720475965106	OK	 
USER	Pokemon API Test	END	1720475965111
USER	Pokemon API Test	START	1720475965111
REQUEST		Get Pikachu	1720475964781	1720475965120	OK	 
REQUEST		Get Pikachu	1720475965069	1720475965115	OK	 
USER	Pokemon API Test	END	1720475965123
USER	Pokemon API Test	END	1720475965123
USER	Pokemon API Test	START	1720475965123
USER	Pokemon API Test	START	1720475965124
REQUEST		Get Pikachu	1720475965045	1720475965115	OK	 
USER	Pokemon API Test	END	1720475965124
USER	Pokemon API Test	START	1720475965124
REQUEST		Get Pikachu	1720475965094	1720475965149	OK	 
REQUEST		Get Pikachu	1720475965090	1720475965145	OK	 
REQUEST		Get Pikachu	1720475965094	1720475965141	OK	 
USER	Pokemon API Test	END	1720475965160
USER	Pokemon API Test	END	1720475965160
USER	Pokemon API Test	START	1720475965160
USER	Pokemon API Test	END	1720475965160
USER	Pokemon API Test	START	1720475965160
USER	Pokemon API Test	START	1720475965161
REQUEST		Get Pikachu	1720475965100	1720475965162	OK	 
USER	Pokemon API Test	END	1720475965168
REQUEST		Get Pikachu	1720475965123	1720475965174	OK	 
USER	Pokemon API Test	END	1720475965175
REQUEST		Get Pikachu	1720475965124	1720475965175	OK	 
REQUEST		Get Pikachu	1720475965100	1720475965183	OK	 
USER	Pokemon API Test	END	1720475965187
USER	Pokemon API Test	START	1720475965187
USER	Pokemon API Test	END	1720475965189
USER	Pokemon API Test	START	1720475965189
USER	Pokemon API Test	START	1720475965189
REQUEST		Get Pikachu	1720475965100	1720475965179	OK	 
USER	Pokemon API Test	END	1720475965190
USER	Pokemon API Test	START	1720475965191
USER	Pokemon API Test	START	1720475965191
REQUEST		Get Pikachu	1720475965111	1720475965188	OK	 
USER	Pokemon API Test	END	1720475965192
USER	Pokemon API Test	START	1720475965192
REQUEST		Get Pikachu	1720475965124	1720475965194	OK	 
USER	Pokemon API Test	END	1720475965206
USER	Pokemon API Test	START	1720475965206
REQUEST		Get Pikachu	1720475965191	1720475965219	OK	 
USER	Pokemon API Test	END	1720475965220
USER	Pokemon API Test	START	1720475965220
REQUEST		Get Pikachu	1720475965175	1720475965225	OK	 
USER	Pokemon API Test	END	1720475965226
USER	Pokemon API Test	START	1720475965226
REQUEST		Get Pikachu	1720475965167	1720475965233	OK	 
USER	Pokemon API Test	END	1720475965237
USER	Pokemon API Test	START	1720475965237
REQUEST		Get Pikachu	1720475965189	1720475965238	OK	 
USER	Pokemon API Test	END	1720475965243
USER	Pokemon API Test	START	1720475965243
REQUEST		Get Pikachu	1720475965193	1720475965241	OK	 
USER	Pokemon API Test	END	1720475965246
USER	Pokemon API Test	START	1720475965246
REQUEST		Get Pikachu	1720475965192	1720475965238	OK	 
USER	Pokemon API Test	END	1720475965247
USER	Pokemon API Test	START	1720475965247
REQUEST		Get Pikachu	1720475965191	1720475965257	OK	 
REQUEST		Get Pikachu	1720475965189	1720475965252	OK	 
REQUEST		Get Pikachu	1720475965174	1720475965257	OK	 
REQUEST		Get Pikachu	1720475965206	1720475965264	OK	 
USER	Pokemon API Test	END	1720475965272
USER	Pokemon API Test	END	1720475965272
USER	Pokemon API Test	END	1720475965272
USER	Pokemon API Test	END	1720475965272
USER	Pokemon API Test	START	1720475965272
USER	Pokemon API Test	START	1720475965273
USER	Pokemon API Test	START	1720475965274
REQUEST		Get Pikachu	1720475965220	1720475965272	OK	 
USER	Pokemon API Test	END	1720475965278
USER	Pokemon API Test	START	1720475965278
USER	Pokemon API Test	START	1720475965278
REQUEST		Get Pikachu	1720475965226	1720475965281	OK	 
USER	Pokemon API Test	END	1720475965285
USER	Pokemon API Test	START	1720475965291
REQUEST		Get Pikachu	1720475965238	1720475965292	OK	 
USER	Pokemon API Test	END	1720475965293
USER	Pokemon API Test	START	1720475965293
REQUEST		Get Pikachu	1720475965243	1720475965296	OK	 
USER	Pokemon API Test	END	1720475965300
USER	Pokemon API Test	START	1720475965302
REQUEST		Get Pikachu	1720475965273	1720475965307	OK	 
USER	Pokemon API Test	END	1720475965308
REQUEST		Get Pikachu	1720475965246	1720475965306	OK	 
USER	Pokemon API Test	START	1720475965310
USER	Pokemon API Test	END	1720475965316
USER	Pokemon API Test	START	1720475965316
REQUEST		Get Pikachu	1720475965247	1720475965311	OK	 
USER	Pokemon API Test	END	1720475965318
USER	Pokemon API Test	START	1720475965318
REQUEST		Get Pikachu	1720475965272	1720475965322	OK	 
USER	Pokemon API Test	END	1720475965327
USER	Pokemon API Test	START	1720475965327
REQUEST		Get Pikachu	1720475965274	1720475965326	OK	 
USER	Pokemon API Test	END	1720475965330
USER	Pokemon API Test	START	1720475965330
REQUEST		Get Pikachu	1720475965294	1720475965334	OK	 
USER	Pokemon API Test	END	1720475965334
USER	Pokemon API Test	START	1720475965335
REQUEST		Get Pikachu	1720475965279	1720475965331	OK	 
USER	Pokemon API Test	END	1720475965337
USER	Pokemon API Test	START	1720475965337
REQUEST		Get Pikachu	1720475965292	1720475965340	OK	 
USER	Pokemon API Test	END	1720475965344
USER	Pokemon API Test	START	1720475965344
REQUEST		Get Pikachu	1720475965278	1720475965341	OK	 
USER	Pokemon API Test	END	1720475965345
USER	Pokemon API Test	START	1720475965348
REQUEST		Get Pikachu	1720475965327	1720475965361	OK	 
USER	Pokemon API Test	END	1720475965362
USER	Pokemon API Test	START	1720475965363
REQUEST		Get Pikachu	1720475965315	1720475965360	OK	 
USER	Pokemon API Test	END	1720475965364
USER	Pokemon API Test	START	1720475965365
REQUEST		Get Pikachu	1720475965302	1720475965362	OK	 
USER	Pokemon API Test	END	1720475965365
USER	Pokemon API Test	START	1720475965365
REQUEST		Get Pikachu	1720475965316	1720475965369	OK	 
USER	Pokemon API Test	END	1720475965374
USER	Pokemon API Test	START	1720475965374
REQUEST		Get Pikachu	1720475965318	1720475965375	OK	 
USER	Pokemon API Test	END	1720475965380
USER	Pokemon API Test	START	1720475965380
REQUEST		Get Pikachu	1720475965330	1720475965377	OK	 
USER	Pokemon API Test	END	1720475965381
USER	Pokemon API Test	START	1720475965382
REQUEST		Get Pikachu	1720475965348	1720475965383	OK	 
USER	Pokemon API Test	END	1720475965384
USER	Pokemon API Test	START	1720475965384
REQUEST		Get Pikachu	1720475965344	1720475965394	OK	 
USER	Pokemon API Test	END	1720475965404
USER	Pokemon API Test	START	1720475965404
REQUEST		Get Pikachu	1720475965335	1720475965408	OK	 
REQUEST		Get Pikachu	1720475965337	1720475965404	OK	 
USER	Pokemon API Test	END	1720475965413
USER	Pokemon API Test	END	1720475965413
REQUEST		Get Pikachu	1720475965365	1720475965413	OK	 
USER	Pokemon API Test	END	1720475965423
USER	Pokemon API Test	START	1720475965423
REQUEST		Get Pikachu	1720475965374	1720475965421	OK	 
USER	Pokemon API Test	END	1720475965425
USER	Pokemon API Test	START	1720475965425
REQUEST		Get Pikachu	1720475965364	1720475965412	OK	 
USER	Pokemon API Test	START	1720475965428
USER	Pokemon API Test	END	1720475965429
USER	Pokemon API Test	START	1720475965429
REQUEST		Get Pikachu	1720475965365	1720475965420	OK	 
USER	Pokemon API Test	START	1720475965434
USER	Pokemon API Test	END	1720475965434
REQUEST		Get Pikachu	1720475965382	1720475965430	OK	 
USER	Pokemon API Test	END	1720475965434
USER	Pokemon API Test	START	1720475965434
REQUEST		Get Pikachu	1720475965380	1720475965436	OK	 
USER	Pokemon API Test	END	1720475965437
USER	Pokemon API Test	START	1720475965437
REQUEST		Get Pikachu	1720475965385	1720475965437	OK	 
USER	Pokemon API Test	END	1720475965441
USER	Pokemon API Test	START	1720475965441
USER	Pokemon API Test	START	1720475965442
REQUEST		Get Pikachu	1720475965425	1720475965456	OK	 
USER	Pokemon API Test	END	1720475965456
USER	Pokemon API Test	START	1720475965456
REQUEST		Get Pikachu	1720475965405	1720475965464	OK	 
USER	Pokemon API Test	END	1720475965469
USER	Pokemon API Test	START	1720475965470
REQUEST		Get Pikachu	1720475965424	1720475965476	OK	 
REQUEST		Get Pikachu	1720475965429	1720475965476	OK	 
USER	Pokemon API Test	END	1720475965480
USER	Pokemon API Test	END	1720475965481
USER	Pokemon API Test	START	1720475965481
USER	Pokemon API Test	START	1720475965481
REQUEST		Get Pikachu	1720475965434	1720475965488	OK	 
REQUEST		Get Pikachu	1720475965429	1720475965491	OK	 
REQUEST		Get Pikachu	1720475965435	1720475965496	OK	 
USER	Pokemon API Test	END	1720475965501
REQUEST		Get Pikachu	1720475965442	1720475965502	OK	 
USER	Pokemon API Test	START	1720475965511
REQUEST		Get Pikachu	1720475965456	1720475965507	OK	 
REQUEST		Get Pikachu	1720475965437	1720475965511	OK	 
USER	Pokemon API Test	END	1720475965512
USER	Pokemon API Test	END	1720475965512
USER	Pokemon API Test	START	1720475965512
USER	Pokemon API Test	START	1720475965515
USER	Pokemon API Test	END	1720475965515
USER	Pokemon API Test	END	1720475965515
USER	Pokemon API Test	START	1720475965515
USER	Pokemon API Test	END	1720475965515
USER	Pokemon API Test	START	1720475965515
REQUEST		Get Pikachu	1720475965470	1720475965517	OK	 
REQUEST		Get Pikachu	1720475965442	1720475965517	OK	 
REQUEST		Get Pikachu	1720475965481	1720475965521	OK	 
USER	Pokemon API Test	END	1720475965525
USER	Pokemon API Test	END	1720475965525
USER	Pokemon API Test	START	1720475965525
USER	Pokemon API Test	START	1720475965525
USER	Pokemon API Test	END	1720475965526
